         x         y         z
    -0.025     0.105    -0.024
     0.976    -0.012     0.828
    -1.095     1.176    -0.342
     0.682    -0.222     0.615
    -0.985    -1.333    -0.196
     0.460     0.707     0.337
    -0.958    -0.327    -0.775
    -0.044    -0.036    -0.044
     1.044    -0.912     0.530
     1.745    -0.727     0.736
     0.535    -0.066     0.508
    -0.798    -1.724     0.109
    -1.154     1.948     0.337
     1.593    -1.180     0.381
     0.988     1.686    -0.096
    -0.478    -1.048    -0.230
     0.392     0.689     0.295
     1.028    -1.070     0.411
     1.848     0.906     0.593
    -1.050    -1.154    -0.351
     1.889    -1.927    -0.331
    -1.258    -1.795     0.212
    -0.726     1.813     0.159
    -1.256    -1.996     0.393
     1.544     1.506     0.065
     1.798     0.209     0.953
     0.112    -1.361     0.023
     0.967    -1.555     0.013
     0.676     0.871     0.403
     1.382     0.166     0.969
    -0.624     0.160    -0.577
     0.111     0.927     0.067
     0.489     0.026     0.469
    -1.753    -1.362    -0.204
    -0.138     0.564    -0.116
     0.327    -1.986    -0.129
    -1.521    -1.160    -0.399
     0.358     0.012     0.350
    -0.303     0.983    -0.165
     1.200     0.411     0.855
    -1.279     1.791     0.209
     0.828     0.880     0.470
     0.527    -1.667    -0.048
     0.896     0.254     0.756
    -0.124    -0.135    -0.123
     0.881    -1.557     0.011
     0.334     0.712     0.248
     0.655     0.837     0.408
    -1.735    -0.316    -0.938
    -1.976    -0.039    -0.918
     0.106    -1.834    -0.028
     0.650    -0.337     0.571
     1.359    -1.226     0.331
    -0.318    -0.401    -0.288
    -0.735    -1.705     0.090
    -1.235    -1.098    -0.430
     0.520    -1.587    -0.008
     1.240     1.695    -0.117
     0.403     0.675     0.306
     1.650    -0.429     0.906
    -1.944     1.913     0.312
    -0.201    -1.200    -0.072
    -0.509     0.510    -0.426
    -0.803     0.016    -0.719
    -1.602    -0.798    -0.698
     0.110    -0.656     0.087
    -0.039    -0.232    -0.037
     1.067     1.685    -0.100
     1.340    -0.561     0.824
     0.974    -0.273     0.796
     0.979     0.534     0.714
     1.114     1.099     0.408
    -1.762    -0.129    -0.974
    -1.023    -0.891    -0.537
    -0.324     1.701     0.041
    -0.504    -1.299    -0.130
    -1.588     0.027    -0.999
    -1.177     0.071    -0.921
    -0.543    -0.432    -0.470
     1.038     0.251     0.834
    -0.282    -0.869    -0.180
     1.362     1.631    -0.059
    -0.590     0.847    -0.369
    -1.790     1.044    -0.490
     1.505     1.227     0.337
    -0.985     0.975    -0.468
     1.321    -0.222     0.945
    -0.048    -0.830    -0.032
    -1.706    -0.556    -0.842
    -1.282     0.355    -0.899
     0.280     0.008     0.276
     0.816    -1.063     0.355
    -0.641     1.976     0.236
    -1.702    -1.461    -0.108
     0.560     0.838     0.355
    -0.059     1.309    -0.015
     1.123    -1.602    -0.028
     1.788     0.782     0.693
    -0.375    -1.220    -0.126
     0.343     1.183     0.127
     1.427    -1.867    -0.289
     0.804    -1.607    -0.026
    -1.552     0.001    -1.000
    -1.968    -0.698    -0.707
     0.724     0.981     0.369
    -0.234    -1.398    -0.040
     1.305    -1.020     0.505
    -0.939     0.650    -0.642
     0.635     0.521     0.514
    -0.679    -0.118    -0.624
    -0.467    -0.941    -0.265
    -1.265     0.995    -0.519
    -1.980    -1.292    -0.252
     1.002     0.703     0.643
     1.630     1.959    -0.378
    -0.424     0.148    -0.407
     1.780     1.821    -0.243
    -0.667    -0.356    -0.579
    -0.636     0.619    -0.484
    -1.163    -0.334    -0.867
    -0.535    -0.624    -0.414
    -0.897     1.545    -0.020
     0.709     0.307     0.620
     0.622     1.883    -0.179
    -1.595    -0.767    -0.720
     0.370     1.920    -0.124
     0.848     0.974     0.422
     1.151     0.055     0.912
     1.353     1.091     0.451
     1.120    -0.084     0.897
    -0.551     0.009    -0.523
    -0.074    -0.183    -0.073
    -0.623    -0.883    -0.370
     0.063    -0.089     0.063
     1.747     0.143     0.975
    -0.837    -1.975     0.292
     1.976     0.218     0.897
    -1.003    -0.697    -0.646
     0.744    -0.255     0.656
    -0.369     0.153    -0.356
     1.211    -1.489     0.076
    -0.560     1.441    -0.069
     1.395     1.505     0.065
     0.119     0.058     0.119
     1.515     0.439     0.904
     0.651    -1.436     0.082
    -0.917    -0.154    -0.784
    -1.213     0.809    -0.647
    -0.887    -1.535    -0.028
    -0.170     1.525    -0.008
    -1.856    -1.331    -0.228
    -0.592    -0.843    -0.371
    -0.232     0.880    -0.147
     0.917     0.447     0.716
     1.653    -1.773    -0.201
     0.261    -1.148     0.106
    -0.900    -0.464    -0.701
     0.732     0.449     0.602
    -1.907     1.067    -0.455
     0.394    -1.183     0.145
     0.045     0.976     0.025
    -0.944    -1.697     0.102
    -0.120     0.996    -0.065
     0.841    -0.155     0.736
    -0.970    -0.747    -0.605
     1.344     1.685    -0.111
     1.946    -0.380     0.864
    -0.044     0.386    -0.041
     0.256     0.648     0.202
    -0.682     1.127    -0.271
     1.691    -0.622     0.807
     1.867     1.849    -0.263
    -0.992    -0.109    -0.832
    -1.529     1.270    -0.296
     1.158    -1.956    -0.344
     1.351    -0.586     0.813
    -1.038     1.669     0.084
    -0.891     1.546    -0.019
    -0.100     1.976     0.039
    -0.978     0.971    -0.468
     0.228     0.664     0.178
    -1.498     0.797    -0.697
     0.210    -0.725     0.156
     0.981     0.396     0.767
    -0.542     0.471    -0.460
     0.680     1.610    -0.025
    -0.726     1.774     0.134
     1.007     1.468     0.086
    -0.679     0.227    -0.612
     0.934    -1.455     0.093
     0.997    -0.684     0.651
     1.757    -1.972    -0.384
    -1.555     0.743    -0.736
     1.267    -1.227     0.322
    -1.754    -0.037    -0.983
     1.026     1.055     0.422
    -1.050    -1.109    -0.387
     1.739     1.652    -0.080
     0.930     0.779     0.571
     1.041    -1.177     0.331
    -0.815    -0.416    -0.666
    -1.865     0.289    -0.917
    -0.637     0.859    -0.389
     1.196     0.164     0.918
     0.631     0.147     0.583
     0.818    -1.086     0.340
     0.246     0.696     0.187
    -1.881    -1.312    -0.244
     1.389    -0.088     0.980
     1.832     0.922     0.583
    -0.424     1.618     0.019
    -1.915    -0.328    -0.891
    -1.162    -1.799     0.208
     1.135    -1.388     0.165
    -1.207    -0.811    -0.644
     0.247    -1.422     0.036
    -1.610     0.353    -0.938
    -0.788    -1.719     0.105
    -0.893     1.785     0.166
     0.232     1.079     0.108
     1.056    -0.198     0.853
     1.847    -0.388     0.891
     1.858     0.210     0.938
    -1.300     0.846    -0.639
    -0.685     0.296    -0.605
    -1.607     1.080    -0.471
    -1.292    -0.613    -0.786
     1.987     1.801    -0.209
    -1.252     1.652     0.077
    -0.515    -0.920    -0.298
    -1.813    -0.816    -0.665
    -0.139     1.022    -0.072
     0.667     0.474     0.550
     0.200     0.428     0.181
    -0.541    -0.041    -0.515
    -0.743    -1.725     0.104
    -1.936     1.727     0.145
    -1.724    -0.795    -0.692
    -0.263    -1.632     0.016
    -1.089     0.801    -0.617
    -1.329     0.616    -0.793
    -1.466     1.894     0.316
     0.151    -1.673    -0.015
    -0.728     0.607    -0.546
     1.050     0.654     0.688
     1.270     1.547     0.023
     1.357     0.817     0.669
     1.529    -1.755    -0.183
     1.183    -0.157     0.914
     1.207    -1.213     0.327
    -1.961    -0.952    -0.536
     0.207    -1.751    -0.037
    -0.115    -0.280    -0.110
     0.844    -1.331     0.177
     0.153     1.964    -0.058
     1.470    -0.078     0.992
     1.799     1.597    -0.025
     0.578    -1.512     0.032
     1.587     0.138     0.990
    -1.924    -0.997    -0.510
     1.924    -1.983    -0.376
    -0.454     1.879     0.133
     1.094    -1.181     0.338
     0.511    -1.158     0.196
     0.268     0.822     0.180
    -0.460     1.427    -0.064
     1.104    -0.701     0.682
    -0.265     1.305    -0.069
    -0.393     0.602    -0.316
    -0.378    -1.089    -0.171
    -1.003    -1.583     0.010
     1.340    -1.746    -0.170
     0.314    -0.421     0.281
     0.797    -0.902     0.444
     0.046    -1.574    -0.000
     0.383    -1.569     0.001
     1.540     0.709     0.759
     1.216     1.780    -0.194
    -1.259     1.683     0.106
    -1.522     1.172    -0.388
     1.881    -0.885     0.603
     1.780    -0.529     0.844
    -1.464     1.715     0.143
    -0.568     1.407    -0.088
     1.423     1.964    -0.379
    -1.916     1.325    -0.229
     1.936    -0.531     0.805
    -1.648     0.944    -0.585
     1.394     1.636    -0.064
     0.787     1.500     0.050
     1.593    -1.873    -0.297
     1.782     1.337     0.227
     0.602    -0.060     0.566
     1.385     1.646    -0.074
    -0.794     0.891    -0.448
    -0.351    -1.381    -0.065
    -1.427    -1.166    -0.390
     0.208     0.448     0.186
     0.501     1.328     0.115
     0.880     1.593    -0.017
    -0.364     0.503    -0.312
    -0.286     0.388    -0.261
     0.231     0.945     0.134
     0.661    -0.938     0.363
    -0.889     0.901    -0.482
    -1.544     0.173    -0.985
     0.501     1.190     0.178
     1.615    -1.721    -0.149
     1.377     0.378     0.912
    -0.073     0.014    -0.073
     1.774    -1.994    -0.403
    -1.996     0.659    -0.720
     1.558    -0.480     0.887
     0.622     0.308     0.555
    -0.169     1.497    -0.012
     0.988     0.511     0.728
    -0.463     1.323    -0.109
     0.963    -1.504     0.055
     0.825    -1.502     0.051
     1.334    -0.347     0.914
     1.070     0.114     0.871
    -1.803    -1.035    -0.497
     0.208    -0.138     0.204
     1.026    -1.688    -0.100
    -0.911     1.849     0.217
     0.435     0.937     0.249
    -0.863    -0.611    -0.622
     1.528     1.975    -0.393
    -0.870    -1.078    -0.361
    -1.961     0.981    -0.514
     1.317     0.718     0.729
    -1.862     1.707     0.130
     0.482     0.866     0.300
    -1.516     1.570    -0.001
     1.962     0.774     0.661
     0.334    -1.752    -0.059
    -1.010     0.783    -0.600
    -1.334    -0.361    -0.909
    -0.430    -0.545    -0.357
     0.254    -1.121     0.109
     0.422    -0.169     0.403
    -2.000    -0.297    -0.870
     0.680     0.805     0.436
     0.519    -1.333     0.117
     1.795     1.770    -0.193
    -1.674    -0.260    -0.961
    -0.910    -1.457    -0.090
     0.870    -1.973    -0.299
    -1.266    -0.446    -0.860
     0.606    -0.505     0.498
     1.155    -0.449     0.824
     1.189    -1.831    -0.239
    -0.130    -0.931    -0.077
     0.215    -0.921     0.129
     1.689    -0.628     0.804
     0.319     0.858     0.205
    -1.361     0.487    -0.864
     0.254    -1.805    -0.058
    -0.223     0.966    -0.126
     0.239    -0.744     0.174
     1.782     1.042     0.493
    -1.737    -0.505    -0.863
    -1.786    -1.724     0.149
     0.937     0.739     0.596
     0.302     0.017     0.298
     0.609    -1.839    -0.152
     0.167     1.890    -0.052
     1.770     1.701    -0.127
     0.043     0.613     0.035
     1.189     0.610     0.760
    -0.247     0.135    -0.242
    -1.144    -0.704    -0.694
    -1.279    -0.706    -0.729
     1.470    -0.807     0.688
     0.030    -1.849    -0.008
     1.371     0.569     0.825
    -1.234     0.355    -0.885
    -1.630     0.044    -0.997
    -1.822    -1.313    -0.247
     0.445    -1.462     0.047
     1.409     0.840     0.658
     1.450     1.394     0.174
     1.917    -1.815    -0.227
    -0.313     0.336    -0.291
    -0.428    -0.878    -0.265
     0.991     1.935    -0.298
     0.424    -1.260     0.126
    -1.133    -1.066    -0.438
    -1.410     1.609     0.037
     1.939    -1.242     0.301
     0.231    -0.478     0.203
    -0.878     1.665     0.073
     1.321     1.856    -0.272
    -0.622     0.338    -0.549
    -0.769     1.116    -0.306
     0.999     1.806    -0.196
     0.865    -0.928     0.456
     1.870    -1.902    -0.311
     0.767     1.551     0.014
    -0.138     0.385    -0.128
    -1.715     1.036    -0.504
    -1.543     0.102    -0.994
    -1.553    -0.224    -0.975
    -0.611    -1.160    -0.229
     0.767    -0.185     0.682
    -1.035     1.873     0.256
    -0.931     1.859     0.228
     1.748     1.214     0.344
    -0.949    -0.004    -0.813
     0.240    -0.549     0.202
     0.041    -0.898     0.026
     1.300     1.780    -0.200
     0.837     1.860    -0.212
    -0.721     1.049    -0.329
     0.417    -1.802    -0.093
    -0.992    -0.623    -0.680
     0.472     1.516     0.025
     0.496     1.771    -0.095
    -0.793     1.138    -0.299
     1.995     0.817     0.624
     0.736     1.934    -0.239
    -1.878     1.857     0.269
    -1.218    -1.175    -0.362
    -0.527     0.648    -0.401
     1.245    -1.706    -0.128
    -1.975     0.112    -0.914
     1.467    -0.861     0.648
    -1.550     0.592    -0.830
     1.118    -0.335     0.849
     0.360     0.584     0.294
     0.614    -0.485     0.509
    -1.525    -1.864     0.289
     0.875     1.031     0.394
    -1.429    -0.772    -0.709
    -1.287    -0.740    -0.709
     1.001     0.575     0.706
    -0.164     0.985    -0.090
     1.306     0.202     0.945
    -0.610    -0.221    -0.559
     1.137     0.877     0.580
    -0.223     0.317    -0.210
    -1.443     0.863    -0.645
     0.096    -0.984     0.053
     0.738     0.639     0.540
    -0.169    -1.659     0.015
     0.558    -0.182     0.521
    -1.135    -1.582     0.010
    -1.995    -1.652     0.074
    -1.654    -0.497    -0.876
     1.943    -0.409     0.855
    -0.356    -1.065    -0.169
     1.595     1.037     0.509
     1.767     0.992     0.536
     1.666    -1.666    -0.095
     0.425     1.352     0.090
    -0.064     0.102    -0.063
     1.310     0.756     0.703
     1.302    -0.696     0.740
     1.525    -0.947     0.583
     0.945    -1.655    -0.068
     0.881    -0.188     0.758
     0.042    -1.499     0.003
    -0.356     0.884    -0.221
    -0.965    -1.808     0.193
     0.715    -0.925     0.395
    -1.666    -0.429    -0.905
     1.953     0.101     0.923
     0.194     0.707     0.147
    -1.051    -0.473    -0.773
     1.702     0.430     0.901
     0.836     1.523     0.035
     1.880    -0.479     0.846
    -0.238     0.701    -0.181
    -1.689    -0.938    -0.587
     0.425     1.947    -0.152
     1.170    -0.735     0.683
    -0.323     0.240    -0.308
     1.695     0.246     0.962
     0.896    -1.480     0.071
    -1.891     0.204    -0.929
    -0.289     0.211    -0.279
     0.079     1.465     0.008
    -0.446     0.508    -0.377
    -0.009    -0.643    -0.008
    -1.363     0.766    -0.705
    -1.085    -0.678    -0.689
    -1.854     0.179    -0.945
    -1.069    -0.265    -0.846
    -1.124    -0.436    -0.817
     1.360    -1.533     0.037
     1.861     0.517     0.833
    -1.618     1.124    -0.432
    -0.552    -0.060    -0.523
    -1.033    -1.676     0.090
     0.841    -1.260     0.228
    -1.863    -1.556    -0.014
    -1.270    -0.904    -0.590
    -1.267     0.370    -0.890
    -0.724     1.222    -0.227
     0.864    -0.002     0.760
    -1.700     1.683     0.111
     1.726    -0.619     0.805
    -1.926    -0.401    -0.863
     0.440    -0.853     0.280
     1.008    -0.370     0.788
    -0.491     0.174    -0.464
    -1.208     0.786    -0.661
    -1.540     1.001    -0.539
     0.058     0.018     0.058
     0.512    -1.967    -0.189
    -1.211    -1.256    -0.290
     0.399     1.471     0.039
    -0.790     1.189    -0.265
    -1.818    -1.017    -0.510
     1.034    -1.464     0.092
     0.634     0.484     0.524
    -1.110    -0.791    -0.629
    -0.133    -1.898     0.043
     0.206     1.070     0.098
     1.778     0.287     0.938
    -0.079    -1.889     0.025
    -1.979    -0.089    -0.914
    -0.141     0.258    -0.136
     0.382    -1.200     0.135
     1.028    -0.072     0.854
    -0.558     1.138    -0.222
     0.021     1.678    -0.002
     0.839     0.746     0.547
     0.877    -1.751    -0.138
     1.691     0.755     0.723
    -0.621    -1.982     0.233
     0.139    -0.169     0.136
    -1.863     1.014    -0.506
    -0.603     1.269    -0.168
    -1.903     1.950     0.350
    -1.536     1.995     0.412
     0.479    -0.145     0.456
    -1.059     0.494    -0.767
     1.383    -0.425     0.895
     1.011    -1.230     0.283
     1.711    -0.934     0.589
    -0.992     1.085    -0.391
     1.734    -1.013     0.522
    -0.734    -1.302    -0.178
     0.679    -0.861     0.409
    -0.164     0.302    -0.156
    -1.857     0.174    -0.945
    -1.160     0.037    -0.916
     1.074    -0.978     0.491
    -0.345    -1.139    -0.142
     0.891    -1.215     0.271
     1.199     0.558     0.791
    -0.337    -1.334    -0.078
     1.242     1.064     0.459
    -0.648     0.786    -0.426
     1.891    -1.113     0.419
    -1.960    -0.431    -0.841
     0.225     1.679    -0.024
    -0.158    -1.620     0.008
    -1.347    -0.849    -0.644
    -0.432    -1.078    -0.198
    -0.940    -0.365    -0.754
     1.067    -1.611    -0.036
    -1.461    -0.353    -0.933
    -0.619     1.109    -0.259
    -1.366    -1.251    -0.308
    -0.203     1.346    -0.045
    -1.054    -0.287    -0.834
    -0.723    -0.956    -0.382
     1.586     1.022     0.521
    -0.355    -1.837     0.092
     0.244    -1.468     0.025
    -1.260     0.269    -0.918
    -1.369     0.152    -0.969
    -1.203     1.320    -0.232
     1.940     0.881     0.594
    -1.479    -0.454    -0.895
     1.432     0.086     0.987
     0.275    -0.361     0.254
    -0.832    -0.737    -0.548
     1.926     0.160     0.926
    -0.438     1.575     0.002
     1.622     0.158     0.986
     1.622     0.492     0.880
     1.552    -0.282     0.960
     0.405    -1.139     0.165
    -1.248    -1.142    -0.394
     1.607    -1.251     0.314
     1.159    -0.097     0.912
     0.190    -1.519     0.010
     0.283    -1.431     0.039
    -0.677    -1.951     0.233
     0.596     1.644    -0.041
    -1.839     0.680    -0.750
    -0.842     0.783    -0.528
    -1.983    -1.836     0.240
     0.059    -0.269     0.057
    -1.887     0.411    -0.871
     0.346     1.237     0.111
    -1.354     1.657     0.084
     0.895     1.207     0.278
     1.170    -0.578     0.771
    -1.725     1.725     0.152
     0.812    -1.432     0.100
    -1.241     1.793     0.208
     0.345    -0.903     0.209
     0.862    -1.224     0.258
     0.938    -0.091     0.803
     0.867    -1.610    -0.030
     0.783     1.759    -0.132
    -1.125     1.208    -0.320
     1.927    -1.363     0.194
     0.301     1.084     0.139
    -0.733     1.150    -0.274
     0.696     1.727    -0.100
     1.443    -0.620     0.807
    -1.020     1.403    -0.142
     1.741    -0.858     0.645
    -0.706     1.561    -0.006
     0.103     1.977    -0.040
     1.823     1.322     0.239
    -0.482    -1.612     0.019
    -0.439    -1.108    -0.190
     0.643     1.670    -0.059
     1.851     1.165     0.379
    -1.279    -0.545    -0.819
     0.435     1.260     0.129
    -0.829    -1.067    -0.356
    -1.082     0.078    -0.880
    -0.047    -0.855    -0.031
     1.637    -0.899     0.621
    -1.572     0.539    -0.858
    -1.103    -1.177    -0.343
     1.193    -0.006     0.930
    -0.094     1.634     0.006
     1.196    -0.298     0.890
     1.084    -1.234     0.292
    -1.668     1.421    -0.148
     1.270     0.705     0.728
     1.054     1.713    -0.123
     1.350    -1.095     0.447
    -1.078    -1.188    -0.329
     0.511     0.001     0.489
    -1.641    -1.656     0.085
    -1.519     1.607     0.037
    -1.383     1.371    -0.195
    -1.923     0.135    -0.930
    -1.773    -0.406    -0.900
     1.902    -0.264     0.913
     0.901     0.032     0.783
     0.360    -1.976    -0.139
     0.488     0.070     0.468
    -1.297    -1.300    -0.257
     0.147    -0.510     0.128
    -1.258     0.351    -0.893
    -1.623    -0.757    -0.726
    -0.697    -1.949     0.237
     1.908     0.451     0.849
    -0.057    -0.191    -0.056
    -0.308    -0.924    -0.183
    -1.950     1.688     0.109
    -1.646     0.733    -0.741
     0.884    -1.010     0.411
    -0.455     1.425    -0.064
    -1.649    -0.498    -0.876
    -0.801     0.884    -0.455
     1.918     0.400     0.866
     1.492    -1.523     0.047
    -1.963     1.774     0.186
     1.708     1.177     0.380
     0.450    -0.424     0.396
    -1.938    -0.998    -0.506
     0.146     1.845    -0.039
     1.779     0.098     0.974
    -1.157     1.144    -0.379
     0.377     0.112     0.366
     0.435    -1.421     0.063
     1.448     1.436     0.133
     1.386    -1.525     0.045
    -1.209     0.699    -0.716
     1.652    -0.975     0.559
    -1.990     1.703     0.120
     1.693     0.214     0.970
    -0.858     0.282    -0.727
    -1.779     0.884    -0.621
     1.732    -1.886    -0.306
     0.957     0.039     0.817
    -1.606    -1.444    -0.127
    -0.369    -1.556    -0.005
     1.891     1.023     0.494
     0.759     0.887     0.435
    -0.813     0.282    -0.698
    -1.214    -1.818     0.230
     1.095     1.670    -0.088
    -1.504     1.577     0.006
    -0.607    -0.459    -0.512
     1.160     1.264     0.277
    -0.757     0.044    -0.686
     0.647    -1.360     0.126
     1.368    -1.657    -0.084
     1.461    -0.852     0.654
     0.781     1.408     0.114
     0.757    -0.428     0.624
    -1.990    -1.671     0.091
     1.285    -0.173     0.945
    -1.177     0.910    -0.567
    -0.888     1.281    -0.222
    -0.627    -0.100    -0.584
     1.124     1.680    -0.098
    -1.249     0.074    -0.946
     0.133    -1.604    -0.004
     0.201    -1.471     0.020
     1.971     0.150     0.911
     1.059    -0.105     0.867
     1.232     1.495     0.071
     1.030     1.027     0.443
     1.622    -1.228     0.336
    -1.030     1.511    -0.051
     0.887    -1.098     0.353
    -1.085     0.080    -0.882
    -1.755    -1.170    -0.383
    -0.072    -1.450    -0.009
     1.425    -1.699    -0.127
     0.405    -0.930     0.236
     1.609     1.104     0.450
     0.531     0.047     0.506
    -0.977     0.609    -0.679
     1.063     0.208     0.855
     0.469     0.291     0.433
    -1.508     1.042    -0.504
     0.719     1.259     0.202
    -1.777    -1.562    -0.009
     0.310    -0.436     0.277
    -0.352    -0.399    -0.318
     0.872    -1.579    -0.006
     0.084     1.270     0.025
    -1.364    -0.667    -0.769
    -0.536     1.585     0.007
     1.299     1.942    -0.349
     0.923    -1.059     0.390
    -0.322    -1.974     0.124
     0.898    -0.480     0.694
     0.621     0.340     0.549
     1.526    -1.070     0.480
     1.618    -1.392     0.178
    -1.442     1.442    -0.127
    -1.791    -0.560    -0.827
     1.037    -0.865     0.559
    -1.026     1.847     0.233
    -1.257    -0.624    -0.772
     0.292     0.534     0.248
     0.562     0.215     0.521
     0.825     0.894     0.460
     0.158     0.656     0.125
    -0.515    -0.372    -0.459
     1.586     1.612    -0.041
     0.336     1.204     0.118
     0.547     1.360     0.109
     1.597    -0.462     0.895
    -0.216     0.535    -0.184
     0.782     0.366     0.658
     0.485    -1.875    -0.140
    -0.032     0.439    -0.029
    -1.307    -0.703    -0.737
     1.159     0.331     0.867
     1.656    -1.137     0.419
    -1.113     0.033    -0.897
    -0.681    -0.840    -0.420
     0.292     0.875     0.184
     1.404     0.690     0.761
     0.522     0.175     0.491
     1.309     0.670     0.757
    -0.813     1.416    -0.112
     0.858     1.863    -0.218
    -1.090    -1.804     0.205
    -0.737     1.120    -0.293
    -1.633    -0.160    -0.985
    -0.469     1.167    -0.178
     0.533     1.975    -0.200
    -1.062     1.935     0.311
    -1.883     0.060    -0.950
     0.330    -1.084     0.151
     1.991     0.671     0.715
     1.816    -1.506     0.063
     0.191     0.554     0.162
    -0.728     0.420    -0.608
     1.758    -1.122     0.426
    -1.202    -0.336    -0.881
     0.888    -0.909     0.477
    -1.892     0.381    -0.881
     1.127     1.302     0.240
     0.036    -1.821    -0.009
    -1.997    -0.348    -0.856
     0.691    -0.873     0.410
    -0.939     0.101    -0.803
     0.545     0.013     0.518
    -0.679     1.540    -0.019
     1.418     0.409     0.907
    -0.013     1.527    -0.001
     1.688     0.460     0.890
    -1.172     0.864    -0.598
    -1.374    -0.363    -0.917
     0.030     0.690     0.023
    -1.944    -1.368    -0.187
    -1.358     1.950     0.361
     0.017     0.220     0.017
     1.442     1.436     0.133
    -0.166     0.062    -0.165
    -1.849    -0.250    -0.932
     1.203    -1.565     0.006
    -0.287    -0.381    -0.263
    -1.934    -0.749    -0.685
    -1.641     0.080    -0.994
    -0.043    -1.589     0.001
    -0.761     0.264    -0.666
     1.123     0.755     0.657
    -1.228    -0.717    -0.710
     0.591     0.872     0.359
    -1.357    -0.003    -0.977
     0.953     0.652     0.648
     1.063    -0.227     0.852
    -0.882    -0.471    -0.688
     0.428    -1.239     0.135
    -1.486     1.152    -0.406
    -1.285    -0.616    -0.783
     1.336     1.700    -0.125
    -0.054    -1.628     0.003
    -0.942     1.344    -0.182
    -0.124    -1.308    -0.032
     0.381     0.194     0.365
    -1.913     1.428    -0.134
     1.313     0.738     0.715
     0.823    -1.280     0.210
    -1.928    -1.057    -0.461
     0.135    -0.196     0.132
    -0.152     1.704     0.020
    -1.446    -0.908    -0.611
     1.376     0.391     0.907
     0.141    -1.301     0.037
    -1.511    -0.604    -0.822
    -1.001    -0.899    -0.524
     0.896     0.514     0.680
     1.349    -0.030     0.975
     1.616     0.944     0.586
    -0.014     1.963     0.005
     1.934    -1.405     0.154
    -0.369     0.087    -0.359
     0.368     0.321     0.341
     1.942     1.988    -0.378
     0.490     1.098     0.214
    -1.276    -0.473    -0.852
    -0.634    -1.247    -0.189
     0.531    -0.430     0.460
     0.782     1.246     0.225
     1.172     1.461     0.101
    -1.909    -0.773    -0.675
     0.671     0.423     0.567
     0.316     1.647    -0.024
     1.102    -1.650    -0.071
    -1.122    -1.246    -0.288
     0.479     0.235     0.448
    -1.000     1.340    -0.193
    -0.978     1.728     0.129
    -0.935     1.260    -0.246
     0.277     0.873     0.175
    -0.096     1.742     0.016
     0.299     1.703    -0.039
     1.328    -1.048     0.484
    -0.936    -0.379    -0.748
     1.271     0.247     0.927
     1.866     1.826    -0.242
     1.872     1.655    -0.081
    -1.642     1.780     0.207
     0.862    -1.937    -0.272
    -0.245     0.056    -0.242
     1.006    -0.478     0.750
     1.732    -1.265     0.297
     0.186    -1.364     0.038
    -0.510    -0.975    -0.274
     1.744    -0.820     0.672
    -1.348     1.664     0.091
    -1.711    -1.911     0.330
    -0.385     1.737     0.062
    -1.884    -0.959    -0.546
     1.119     0.994     0.490
    -1.894    -1.320    -0.235
    -1.517     0.020    -0.998
    -1.801    -0.334    -0.920
     1.371     0.579     0.820
     1.187     1.293     0.254
     1.742    -1.950    -0.365
     1.499    -1.694    -0.123
    -1.541     1.303    -0.265
    -0.704     1.268    -0.193
     0.499     0.799     0.334
    -0.643    -0.748    -0.440
     1.456     0.126     0.986
     0.535     1.523     0.024
     1.589    -0.930     0.598
    -1.954    -0.856    -0.608
     0.795     0.123     0.709
    -1.340    -0.910    -0.598
    -1.333     0.992    -0.532
     0.838     0.094     0.740
    -0.713    -1.393    -0.116
     1.311    -0.850     0.638
     1.050     0.629     0.702
     0.893    -1.258     0.239
     0.817    -0.510     0.636
    -0.277     1.110    -0.122
     0.118     1.343     0.027
     0.086    -1.489     0.007
     0.182     1.554     0.003
    -0.689     1.151    -0.259
    -1.927    -0.716    -0.707
     1.483    -1.517     0.053
     1.932    -1.184     0.353
    -0.495     1.975     0.187
    -0.182     0.870    -0.116
     1.697     0.766     0.715
    -1.217    -1.323    -0.230
     1.573     1.157     0.402
    -0.919     0.294    -0.761
     1.068    -1.077     0.415
    -0.217    -1.814     0.052
     1.651    -1.704    -0.133
     1.821    -1.349     0.213
    -1.249    -0.908    -0.584
     0.124     0.674     0.097
    -1.189     0.459    -0.832
     1.015     0.983     0.471
     1.652    -0.268     0.961
     1.298    -1.273     0.283
     0.533    -0.223     0.496
    -0.413     0.702    -0.307
     0.843    -1.676    -0.078
    -0.658     1.243    -0.197
     1.242     0.080     0.943
     0.071     0.713     0.053
     0.968     0.376     0.766
    -0.767    -0.793    -0.487
     0.105    -1.185     0.039
     1.704    -1.927    -0.346
    -1.139    -1.003    -0.488
     0.682    -0.059     0.629
    -0.664     0.455    -0.554
     0.886    -0.910     0.475
    -1.735     1.601     0.030
     0.780    -0.391     0.650
    -1.020    -1.646     0.064
    -0.062    -1.041    -0.031
    -1.424    -0.595    -0.819
    -0.983     0.589    -0.692
    -0.265    -0.010    -0.262
     0.863    -0.607     0.624
     0.077    -1.509     0.005
     0.227    -0.948     0.131
     1.291    -0.296     0.919
     1.383     0.244     0.953
    -0.965    -0.893    -0.515
    -0.649    -1.573     0.002
     1.406    -1.643    -0.071
     1.116     1.760    -0.169
    -1.451    -0.216    -0.970
     0.017     1.108     0.008
    -0.471    -1.880     0.138
     1.391    -1.262     0.299
    -1.495    -1.015    -0.526
